"zip","latitude","longitude","city","state","county","exp_count","TIV","AAL","CTE_1","PML_100"
"00501",40.922326,-72.637078,"Holtsville","NY","Suffolk",,,,,
"00544",40.922326,-72.637078,"Holtsville","NY","Suffolk",,,,,
"00601",18.165273,-66.722583,"Adjuntas","PR","Adjuntas",,,,,
"00602",18.393103,-67.180953,"Aguada","PR","Aguada",,,,,
"00603",18.455913,-67.14578,"Aguadilla","PR","Aguadilla",,,,,
"00604",18.49352,-67.135883,"Aguadilla","PR","Aguadilla",,,,,
"00605",18.465162,-67.141486,"Aguadilla","PR","Aguadilla",,,,,
"00606",18.172947,-66.944111,"Maricao","PR","Maricao",,,,,
"00610",18.288685,-67.139696,"Anasco","PR","Anasco",,,,,
"00611",18.279531,-66.80217,"Angeles","PR","Utuado",,,,,
"00612",18.450674,-66.698262,"Arecibo","PR","Arecibo",,,,,
"00613",18.458093,-66.732732,"Arecibo","PR","Arecibo",,,,,
"00614",18.429675,-66.674506,"Arecibo","PR","Arecibo",,,,,
"00616",18.444792,-66.640678,"Bajadero","PR","Arecibo",,,,,
"00617",18.447092,-66.544255,"Barceloneta","PR","Barceloneta",,,,,
"00622",17.998531,-67.187318,"Boqueron","PR","Cabo Rojo",,,,,
"00623",18.062201,-67.149541,"Cabo Rojo","PR","Cabo Rojo",,,,,
"00624",18.023535,-66.726156,"Penuelas","PR","Penuelas",,,,,
"00627",18.477891,-66.85477,"Camuy","PR","Camuy",,,,,
"00631",18.269187,-66.864993,"Castaner","PR","Lares",,,,,
"00636",18.113284,-67.039706,"Rosario","PR","San German",,,,,
"00637",18.087322,-66.934911,"Sabana Grande","PR","Sabana Grande",,,,,
"00638",18.33616,-66.472087,"Ciales","PR","Ciales",,,,,
"00641",18.250027,-66.698957,"Utuado","PR","Utuado",,,,,
"00646",18.43606,-66.281954,"Dorado","PR","Dorado",,,,,
"00647",17.969594,-66.939754,"Ensenada","PR","Guanica",,,,,
"00650",18.360125,-66.562311,"Florida","PR","Florida",,,,,
"00652",18.457254,-66.603358,"Garrochales","PR","Arecibo",,,,,
"00653",17.972468,-66.898661,"Guanica","PR","Guanica",,,,,
"00656",18.02328,-66.786909,"Guayanilla","PR","Guayanilla",,,,,
"00659",18.481391,-66.808696,"Hatillo","PR","Hatillo",,,,,
"00660",18.145486,-67.135323,"Hormigueros","PR","Hormigueros",,,,,
"00662",18.480285,-67.028155,"Isabela","PR","Isabela",,,,,
"00664",18.217606,-66.598306,"Jayuya","PR","Jayuya",,,,,
"00667",18.015099,-67.055973,"Lajas","PR","Lajas",,,,,
"00669",18.295952,-66.881925,"Lares","PR","Lares",,,,,
"00670",18.252135,-66.990967,"Las Marias","PR","Las Marias",,,,,
"00674",18.44553,-66.490268,"Manati","PR","Manati",,,,,
"00676",18.383727,-67.080799,"Moca","PR","Moca",,,,,
"00677",18.335781,-67.252547,"Rincon","PR","Rincon",,,,,
"00678",18.45303,-66.933689,"Quebradillas","PR","Quebradillas",,,,,
"00680",18.219023,-67.508068,"Mayaguez","PR","Mayaguez",,,,,
"00681",18.219023,-67.508068,"Mayaguez","PR","Mayaguez",,,,,
"00682",18.219023,-67.508068,"Mayaguez","PR","Mayaguez",,,,,
"00683",18.113284,-67.039706,"San German","PR","San German",,,,,
"00685",18.3236,-66.972227,"San Sebastian","PR","San Sebastian",,,,,
"00687",18.316976,-66.415207,"Morovis","PR","Morovis",,,,,
"00688",18.429675,-66.674506,"Sabana Hoyos","PR","Arecibo",,,,,
"00690",18.476196,-67.139597,"San Antonio","PR","Aguadilla",,,,,
"00692",18.435818,-66.338523,"Vega Alta","PR","Vega Alta",,,,,
"00693",18.443109,-66.398302,"Vega Baja","PR","Vega Baja",,,,,
"00694",18.443109,-66.398302,"Vega Baja","PR","Vega Baja",,,,,
"00698",18.06104,-66.861164,"Yauco","PR","Yauco",,,,,
"00703",18.250398,-66.12845,"Aguas Buenas","PR","Aguas Buenas",,,,,
"00704",17.99229,-66.139253,"Aguirre","PR","Guayama",,,,,
"00705",18.128092,-66.268717,"Aibonito","PR","Aibonito",,,,,
"00707",18.007014,-65.898719,"Maunabo","PR","Maunabo",,,,,
"00714",17.96751,-66.04138,"Arroyo","PR","Arroyo",,,,,
"00715",18.011854,-66.563721,"Mercedita","PR","Ponce",,,,,
"00716",18.001995,-66.607429,"Ponce","PR","Ponce",,,,,
"00717",18.001995,-66.607429,"Ponce","PR","Ponce",,,,,
"00718",18.22139,-65.77831,"Naguabo","PR","Naguabo",,,,,
"00719",18.298017,-66.229751,"Naranjito","PR","Naranjito",,,,,
"00720",18.226862,-66.39402,"Orocovis","PR","Orocovis",,,,,
"00721",18.364161,-65.778288,"Palmer","PR","Rio Grande",,,,,
"00723",18.009994,-66.010572,"Patillas","PR","Patillas",,,,,
"00725",18.212965,-66.058033,"Caguas","PR","Caguas",,,,,
"00726",18.212965,-66.058033,"Caguas","PR","Caguas",,,,,
"00727",18.212965,-66.058033,"Caguas","PR","Caguas",,,,,
"00728",18.001995,-66.607429,"Ponce","PR","Ponce",,,,,
"00729",18.333093,-65.883864,"Canovanas","PR","Canovanas",,,,,
"00730",18.001995,-66.607429,"Ponce","PR","Ponce",,,,,
"00731",18.03831,-66.626344,"Ponce","PR","Ponce",,,,,
"00732",18.021781,-66.613742,"Ponce","PR","Ponce",,,,,
"00733",18.019331,-66.619165,"Ponce","PR","Ponce",,,,,
"00734",17.999499,-66.643934,"Ponce","PR","Ponce",,,,,
"00735",18.264872,-65.594769,"Ceiba","PR","Ceiba",,,,,
"00736",18.102967,-66.139274,"Cayey","PR","Cayey",,,,,
"00737",18.102967,-66.139274,"Cayey","PR","Cayey",,,,,
"00738",18.359381,-65.611361,"Fajardo","PR","Fajardo",,,,,
"00739",18.181469,-66.169519,"Cidra","PR","Cidra",,,,,
"00740",18.331958,-65.63878,"Puerto Real","PR","Fajardo",,,,,
"00741",18.162156,-65.753485,"Punta Santiago","PR","Humacao",,,,,
"00742",18.264872,-65.594769,"Roosevelt Roads","PR","Ceiba",,,,,
"00744",18.206329,-65.743058,"Rio Blanco","PR","Naguabo",,,,,
"00745",18.367347,-65.816583,"Rio Grande","PR","Rio Grande",,,,,
"00751",17.99852,-66.264825,"Salinas","PR","Salinas",,,,,
"00754",18.187584,-65.962389,"San Lorenzo","PR","San Lorenzo",,,,,
"00757",17.991233,-66.395543,"Santa Isabel","PR","Santa Isabel",,,,,
"00765",18.123347,-65.460356,"Vieques","PR","Vieques",,,,,
"00766",18.120519,-66.496607,"Villalba","PR","Villalba",,,,,
"00767",18.045522,-65.886988,"Yabucoa","PR","Yabucoa",,,,,
"00769",18.095992,-66.35081,"Coamo","PR","Coamo",,,,,
"00771",18.196576,-65.87197,"Las Piedras","PR","Las Piedras",,,,,
"00772",18.447406,-65.899357,"Loiza","PR","Loiza",,,,,
"00773",18.366027,-65.708138,"Luquillo","PR","Luquillo",,,,,
"00775",18.323736,-65.296467,"Culebra","PR","Culebra",,,,,
"00777",18.206489,-65.901774,"Juncos","PR","Juncos",,,,,
"00778",18.259092,-65.974641,"Gurabo","PR","Gurabo",,,,,
"00780",18.001995,-66.607429,"Coto Laurel","PR","Ponce",,,,,
"00782",18.224958,-66.219885,"Comerio","PR","Comerio",,,,,
"00783",18.304369,-66.330525,"Corozal","PR","Corozal",,,,,
"00784",17.99229,-66.139253,"Guayama","PR","Guayama",,,,,
"00785",18.018822,-66.795603,"Guayama","PR","Guayanilla",,,,,
"00786",18.128092,-66.268717,"La Plata","PR","Aibonito",,,,,
"00791",18.138029,-65.788499,"Humacao","PR","Humacao",,,,,
"00792",18.138029,-65.788499,"Humacao","PR","Humacao",,,,,
"00794",18.200898,-66.307236,"Barranquitas","PR","Barranquitas",,,,,
"00795",17.997367,-66.493218,"Juana Diaz","PR","Juana Diaz",,,,,
"00801",18.322285,-64.963715,"St Thomas","VI","Saint Thomas",,,,,
"00802",18.322285,-64.963715,"St Thomas","VI","Saint Thomas",,,,,
"00803",18.322285,-64.963715,"St Thomas","VI","Saint Thomas",,,,,
"00804",18.322285,-64.963715,"St Thomas","VI","Saint Thomas",,,,,
"00805",18.322285,-64.963715,"St Thomas","VI","Saint Thomas",,,,,
"00820",17.734211,-64.734694,"Christiansted","VI","Saint Croix",,,,,
"00821",17.734211,-64.734694,"Christiansted","VI","Saint Croix",,,,,
"00822",17.734211,-64.734694,"Christiansted","VI","Saint Croix",,,,,
"00823",17.734211,-64.734694,"Christiansted","VI","Saint Croix",,,,,
"00824",17.734211,-64.734694,"Christiansted","VI","Saint Croix",,,,,
"00830",18.32816,-64.740737,"St John","VI","Saint John",,,,,
"00831",18.32816,-64.740737,"St John","VI","Saint John",,,,,
"00840",17.734211,-64.734694,"Frederiksted","VI","Saint Croix",,,,,
"00841",17.734211,-64.734694,"Frederiksted","VI","Saint Croix",,,,,
"00850",17.734211,-64.734694,"Kingshill","VI","Saint Croix",,,,,
"00851",17.734211,-64.734694,"Kingshill","VI","Saint Croix",,,,,
"00901",18.465901,-66.103568,"San Juan","PR","San Juan",,,,,
"00902",18.410462,-66.060533,"San Juan","PR","San Juan",,,,,
"00906",18.410462,-66.060533,"San Juan","PR","San Juan",,,,,
"00907",18.451647,-66.077003,"San Juan","PR","San Juan",,,,,
"00908",18.410462,-66.060533,"San Juan","PR","San Juan",,,,,
"00909",18.443384,-66.068133,"San Juan","PR","San Juan",,,,,
"00910",18.410462,-66.060533,"San Juan","PR","San Juan",,,,,
"00911",18.450828,-66.057859,"San Juan","PR","San Juan",,,,,
"00912",18.444187,-66.059859,"San Juan","PR","San Juan",,,,,
"00913",18.450735,-66.043352,"San Juan","PR","San Juan",,,,,
"00914",18.410462,-66.060533,"San Juan","PR","San Juan",,,,,
"00915",18.437896,-66.048087,"San Juan","PR","San Juan",,,,,
"00916",18.410462,-66.060533,"San Juan","PR","San Juan",,,,,
"00917",18.422018,-66.050602,"San Juan","PR","San Juan",,,,,
"00918",18.419069,-66.062319,"San Juan","PR","San Juan",,,,,
"00919",18.410462,-66.060533,"San Juan","PR","San Juan",,,,,
"00920",18.406808,-66.091885,"San Juan","PR","San Juan",,,,,
"00921",18.390429,-66.066124,"San Juan","PR","San Juan",,,,,
"00922",18.410462,-66.060533,"San Juan","PR","San Juan",,,,,
"00923",18.410775,-66.036708,"San Juan","PR","San Juan",,,,,
"00924",18.396392,-66.01146,"San Juan","PR","San Juan",,,,,
"00925",18.401055,-66.049773,"San Juan","PR","San Juan",,,,,
"00926",18.369376,-66.062804,"San Juan","PR","San Juan",,,,,
"00927",18.385174,-66.071959,"San Juan","PR","San Juan",,,,,
"00928",18.410462,-66.060533,"San Juan","PR","San Juan",,,,,
"00929",18.410462,-66.060533,"San Juan","PR","San Juan",,,,,
"00930",18.410462,-66.060533,"San Juan","PR","San Juan",,,,,
"00931",18.410462,-66.060533,"San Juan","PR","San Juan",,,,,
"00933",18.410462,-66.060533,"San Juan","PR","San Juan",,,,,
"00934",18.34487,-66.166014,"Fort Buchanan","PR","Bayamon",,,,,
"00935",18.410462,-66.060533,"San Juan","PR","San Juan",,,,,
"00936",18.410462,-66.060533,"San Juan","PR","San Juan",,,,,
"00937",18.410462,-66.060533,"San Juan","PR","San Juan",,,,,
"00938",18.410462,-66.060533,"San Juan","PR","San Juan",,,,,
"00939",18.410462,-66.060533,"San Juan","PR","San Juan",,,,,
"00940",18.410462,-66.060533,"San Juan","PR","San Juan",,,,,
"00949",18.431911,-66.199692,"Toa Baja","PR","Toa Baja",,,,,
"00950",18.457761,-66.196503,"Toa Baja","PR","Toa Baja",,,,,
"00951",18.457761,-66.196503,"Toa Baja","PR","Toa Baja",,,,,
"00952",18.457761,-66.196503,"Sabana Seca","PR","Toa Baja",,,,,
"00953",18.356795,-66.25701,"Toa Alta","PR","Toa Alta",,,,,
"00954",18.358939,-66.258108,"Toa Alta","PR","Toa Alta",,,,,
"00955",18.410462,-66.060533,"San Juan","PR","San Juan",,,,,
"00956",18.326702,-66.174176,"Bayamon","PR","Bayamon",,,,,
"00957",18.366645,-66.183907,"Bayamon","PR","Bayamon",,,,,
"00958",18.34487,-66.166014,"Bayamon","PR","Bayamon",,,,,
"00959",18.387058,-66.159044,"Bayamon","PR","Bayamon",,,,,
"00960",18.34487,-66.166014,"Bayamon","PR","Bayamon",,,,,
"00961",18.413195,-66.168651,"Bayamon","PR","Bayamon",,,,,
"00962",18.437644,-66.140407,"Catano","PR","Catano",,,,,
"00963",18.443217,-66.139293,"Catano","PR","Catano",,,,,
"00965",18.428784,-66.11539,"Guaynabo","PR","Guaynabo",,,,,
"00966",18.396815,-66.114889,"Guaynabo","PR","Guaynabo",,,,,
"00968",18.410462,-66.060533,"Guaynabo","PR","San Juan",,,,,
"00969",18.362322,-66.113729,"Guaynabo","PR","Guaynabo",,,,,
"00970",18.359143,-66.112295,"Guaynabo","PR","Guaynabo",,,,,
"00971",18.30942,-66.113606,"Guaynabo","PR","Guaynabo",,,,,
"00975",18.410462,-66.060533,"San Juan","PR","San Juan",,,,,
"00976",18.338133,-65.989229,"Trujillo Alto","PR","Trujillo Alto",,,,,
"00977",18.337004,-65.990099,"Trujillo Alto","PR","Trujillo Alto",,,,,
"00978",18.337004,-65.990099,"Saint Just Contract","PR","Trujillo Alto",,,,,
"00979",18.410462,-66.060533,"Carolina","PR","San Juan",,,,,
"00981",18.410462,-66.060533,"Carolina","PR","San Juan",,,,,
"00982",18.410462,-66.060533,"Carolina","PR","San Juan",,,,,
"00983",18.413452,-65.977659,"Carolina","PR","Carolina",,,,,
"00984",18.393355,-65.972495,"Carolina","PR","Carolina",,,,,
"00985",18.345741,-65.93888,"Carolina","PR","Carolina",,,,,
"00986",18.393355,-65.972495,"Carolina","PR","Carolina",,,,,
"00987",18.373466,-65.959932,"Carolina","PR","Carolina",,,,,
"00988",18.393355,-65.972495,"Carolina","PR","Carolina",,,,,
"01001",42.140549,-72.788661,"Agawam","MA","Hampden",1065,636218925.51,40682.73452,1497667.9581,
"01002",42.367092,-72.464571,"Amherst","MA","Hampshire",829,245763319.68,14619.993542,543454.3661,
"01003",42.369562,-72.63599,"Amherst","MA","Hampshire",13,418793.19,8.330348,301.322,
"01004",42.384494,-72.513183,"Amherst","MA","Hampshire",,,,,
"01005",42.32916,-72.139465,"Barre","MA","Worcester",208,88406306.7,2332.668368,97036.4969,
"01007",42.280267,-72.402056,"Belchertown","MA","Hampshire",433,153074694.52,3482.174492,145374.2035,
"01008",42.177833,-72.958359,"Blandford","MA","Hampden",34,13775816.96,235.178988,8554.5703,
"01009",42.206092,-72.340486,"Bondsville","MA","Hampden",,,,,
"01010",42.108585,-72.20448,"Brimfield","MA","Hampden",127,44586298.51,1499.758545,61368.3457,
"01011",42.294259,-72.952776,"Chester","MA","Hampden",47,21879041.69,320.355506,12484.5642,
"01012",42.392274,-72.825607,"Chesterfield","MA","Hampshire",23,5441097.66,98.116548,2901.1022,
"01013",42.161492,-72.667341,"Chicopee","MA","Hampden",788,202967051.89,10154.018444,436518.9853,
"01014",42.170731,-72.604842,"Chicopee","MA","Hampden",1,0,365.629575,17186.0571,
"01020",42.177492,-72.562563,"Chicopee","MA","Hampden",1253,356405510.31,14748.983853,545888.0794,
"01021",42.170731,-72.604842,"Chicopee","MA","Hampden",,,,,
"01022",42.193392,-72.55436,"Chicopee","MA","Hampden",178,35955442.46,1033.089466,39853.3211,
"01026",42.428617,-72.909841,"Cummington","MA","Hampshire",53,14319401.47,454.608255,12977.7214,
"01027",42.368303,-72.768839,"Easthampton","MA","Hampshire",677,196319109.21,7790.310535,295411.2705,
"01028",42.062009,-72.49874,"East Longmeadow","MA","Hampden",801,320077492.56,33533.525098,1488439.8299,
"01029",42.190904,-73.051661,"East Otis","MA","Berkshire",,,,,
"01030",42.189335,-72.79774,"Feeding Hills","MA","Hampden",456,177549345.75,10575.61273,513354.097,
"01031",42.352554,-72.205724,"Gilbertville","MA","Worcester",27,8220868.83,259.772493,9336.7148,
"01032",42.443837,-72.819446,"Goshen","MA","Hampshire",28,12169220.88,164.003844,6839.7704,
"01033",42.262285,-72.504086,"Granby","MA","Hampshire",200,76488648.39,1752.482922,79182.3132,
"01034",42.112748,-72.952003,"Granville","MA","Hampden",85,42186257.57,673.682029,28601.3958,
"01035",42.356804,-72.576613,"Hadley","MA","Hampshire",256,156303486.94,12194.721613,293156.6815,
"01036",42.067614,-72.417507,"Hampden","MA","Hampden",192,86619715.07,2141.273,93399.5269,
"01037",42.347856,-72.225251,"Hardwick","MA","Worcester",,,,,
"01038",42.387269,-72.643081,"Hatfield","MA","Hampshire",66,30055006.07,766.824233,22502.6928,
"01039",42.35641,-72.682127,"Haydenville","MA","Hampshire",76,22577600.53,23934.683766,947848.5347,
"01040",42.198291,-72.64207,"Holyoke","MA","Hampden",1128,415439076.21,23305.80177,870424.3708,
"01041",42.170731,-72.604842,"Holyoke","MA","Hampden",3,0,628.666963,21092.4068,
"01050",42.313427,-72.903677,"Huntington","MA","Hampshire",71,23719393.85,674.949915,27576.6294,
"01053",42.353838,-72.704385,"Leeds","MA","Hampshire",49,13514448.69,309.612016,12756.8722,
"01054",42.474681,-72.467543,"Leverett","MA","Franklin",49,18952462.74,206.84728,9195.441,
"01056",42.173276,-72.627038,"Ludlow","MA","Hampden",666,230153796.65,11842.869882,497855.3886,
"01057",42.095323,-72.282063,"Monson","MA","Hampden",254,103716940.45,3797.886322,168044.872,
"01059",42.369562,-72.63599,"North Amherst","MA","Hampshire",,,,,
"01060",42.415154,-72.76927,"Northampton","MA","Hampshire",788,230884385.1,10369.874883,335169.856,
"01061",42.369562,-72.63599,"Northampton","MA","Hampshire",,,,,
"01062",42.328838,-72.845227,"Florence","MA","Hampshire",354,108313894.29,2718.017573,117107.9707,
"01063",42.317939,-72.640234,"Northampton","MA","Hampshire",4,735096.54,16.409343,704.4645,
"01066",42.406697,-72.633901,"North Hatfield","MA","Hampshire",6,882742.27,15.269151,493.496,
"01068",42.346144,-72.058847,"Oakham","MA","Worcester",97,48235150.74,764.859514,29335.5828,
"01069",42.176131,-72.31457,"Palmer","MA","Hampden",302,138244493.9,3357.379547,112193.7476,
"01070",42.448984,-72.958397,"Plainfield","MA","Hampshire",22,11074366.63,105.74828,4894.3334,
"01071",42.177432,-72.864558,"Russell","MA","Hampden",55,18641232.82,272.583771,9778.4948,
"01072",42.471562,-72.44017,"Shutesbury","MA","Franklin",50,14732432.93,265.103453,11050.1781,
"01073",42.230008,-72.728463,"Southampton","MA","Hampshire",185,73351229.69,1250.691955,55895.8043,
"01074",42.375998,-72.149388,"South Barre","MA","Worcester",,,,,
"01075",42.24984,-72.58152,"South Hadley","MA","Hampshire",702,273120515.98,7341.135583,300452.9581,
"01077",42.066644,-72.541205,"Southwick","MA","Hampden",335,120594289.48,2991.319435,139295.5128,
"01079",42.192892,-72.329574,"Thorndike","MA","Hampden",,,,,
"01080",42.179805,-72.517813,"Three Rivers","MA","Hampden",38,11743482.53,213.539986,9582.7863,
"01081",42.061948,-72.213598,"Wales","MA","Hampden",62,24197195.66,419.76834,18158.9795,
"01082",42.377471,-72.548549,"Ware","MA","Hampshire",248,92210368.95,4573.373587,154984.8649,
"01083",42.204027,-72.199439,"Warren","MA","Worcester",,,,,
"01084",42.390303,-72.870857,"West Chesterfield","MA","Hampshire",1,123159.7,1.043204,49.3265,
"01085",42.14869,-72.501887,"Westfield","MA","Hampden",1407,552824304.85,26444.878609,1107655.0291,
"01086",42.173428,-72.847964,"Westfield","MA","Hampden",,,,,
"01088",42.390583,-72.646894,"West Hatfield","MA","Hampshire",22,3190918.17,236.607611,8993.1077,
"01089",42.125793,-72.645334,"West Springfield","MA","Hampden",1602,500463061.67,24189.985479,985308.5214,
"01090",42.170731,-72.604842,"West Springfield","MA","Hampden",,,,,
"01092",42.202887,-72.229025,"West Warren","MA","Worcester",28,10633613.18,162.940697,6667.504,
"01093",42.442673,-72.652511,"Whately","MA","Franklin",,,,,
"01094",42.358201,-72.140846,"Wheelwright","MA","Worcester",,,,,
"01095",42.125974,-72.489988,"Wilbraham","MA","Hampden",702,283596453.51,13584.283358,610895.2022,
"01096",42.413069,-72.821653,"Williamsburg","MA","Hampshire",60,19041787.97,452.516668,11671.3107,
"01097",42.161743,-72.845912,"Woronoco","MA","Hampden",,,,,
"01098",42.40494,-72.896133,"Worthington","MA","Hampshire",43,19338782.96,217.972212,8576.4528,
"01101",42.170731,-72.604842,"Springfield","MA","Hampden",,,,,
"01102",42.170731,-72.604842,"Springfield","MA","Hampden",,,,,
"01103",42.103044,-72.590783,"Springfield","MA","Hampden",208,47236382.05,30806.973892,1020148.8512,
"01104",42.128605,-72.567966,"Springfield","MA","Hampden",974,368930859.53,10003.010576,401558.0435,
"01105",42.099793,-72.577732,"Springfield","MA","Hampden",281,99715758.95,8461.500023,308745.5772,
"01106",42.049194,-72.567882,"Longmeadow","MA","Hampden",782,366831135.89,7301.84789,288198.2072,
"01107",42.126237,-72.586733,"Springfield","MA","Hampden",272,101477535.4,4504.553739,170043.378,
"01108",42.080594,-72.558081,"Springfield","MA","Hampden",1036,460894335.8,10473.645273,455889.518,
"01109",42.119293,-72.548981,"Springfield","MA","Hampden",1415,580863057.89,14414.482556,602381.1354,
"01111",42.170731,-72.604842,"Springfield","MA","Hampden",4,0,31235.505831,1064079.5573,
"01114",42.170731,-72.604842,"Springfield","MA","Hampden",,,,,
"01115",42.102894,-72.591633,"Springfield","MA","Hampden",,,,,
"01116",42.170731,-72.604842,"Longmeadow","MA","Hampden",,,,,
"01118",42.093894,-72.523227,"Springfield","MA","Hampden",811,288183665.45,5524.437399,246789.654,
"01119",42.124943,-72.526705,"Springfield","MA","Hampden",710,224002470.36,10243.890506,421560.6833,
"01128",42.094616,-72.487229,"Springfield","MA","Hampden",178,67634889.32,1545.589405,68447.0139,
"01129",42.124485,-72.489479,"Springfield","MA","Hampden",491,155271777.05,10562.176535,454808.4327,
"01133",42.170731,-72.604842,"Springfield","MA","Hampden",,,,,
"01138",42.170731,-72.604842,"Springfield","MA","Hampden",,,,,
"01139",42.170731,-72.604842,"Springfield","MA","Hampden",,,,,
"01144",42.101796,-72.59151,"Springfield","MA","Hampden",2,0,23.348477,533.9125,
"01151",42.150593,-72.51278,"Indian Orchard","MA","Hampden",305,274243200.57,7943.755553,83525.9773,
"01152",42.170731,-72.604842,"Springfield","MA","Hampden",,,,,
"01199",42.119943,-72.604983,"Springfield","MA","Hampden",,,,,
"01201",42.479475,-73.24807,"Pittsfield","MA","Berkshire",3190,1182482536.78,25859.81549,577140.5603,
"01202",42.3929,-73.228483,"Pittsfield","MA","Berkshire",,,,,
"01203",42.3929,-73.228483,"Pittsfield","MA","Berkshire",,,,,
"01220",42.385595,-73.172166,"Adams","MA","Berkshire",398,151056094.44,2913.854007,61557.8506,
"01222",42.185969,-73.318695,"Ashley Falls","MA","Berkshire",15,10575327.16,104.959304,5079.6749,
"01223",42.3418,-73.103468,"Becket","MA","Berkshire",198,99878982.7,1150.623372,48872.2249,
"01224",42.3929,-73.228483,"Berkshire","MA","Berkshire",12,5985279.19,49.578429,2090.6518,
"01225",42.482125,-73.127483,"Cheshire","MA","Berkshire",217,78263146.73,509.555751,20484.6553,
"01226",42.470296,-73.08895,"Dalton","MA","Berkshire",461,184717742.8,1615.177284,64528.1814,
"01227",42.516145,-73.092852,"Dalton","MA","Berkshire",,,,,
"01229",42.279292,-73.343545,"Glendale","MA","Berkshire",,,,,
"01230",42.299392,-73.26665,"Great Barrington","MA","Berkshire",307,140591547.53,5524.664325,136450.0127,
"01235",42.29237,-73.22164,"Hinsdale","MA","Berkshire",222,93670905.26,853.559234,32321.9959,
"01236",42.291299,-73.358798,"Housatonic","MA","Berkshire",43,14149717.35,175.982055,5882.7589,
"01237",42.487569,-73.235048,"Lanesboro","MA","Berkshire",359,120213363.7,5582.347245,160386.8101,
"01238",42.369856,-73.267465,"Lee","MA","Berkshire",408,164555739.02,4498.979514,170571.109,
"01240",42.459202,-73.219858,"Lenox","MA","Berkshire",485,188919154.84,2117.14264,84406.8347,
"01242",42.338594,-73.250891,"Lenox Dale","MA","Berkshire",,,,,
"01243",42.356088,-73.010448,"Middlefield","MA","Hampshire",22,9881358.92,92.254942,4289.658,
"01244",42.122827,-73.253983,"Mill River","MA","Berkshire",,,,,
"01245",42.18669,-73.206498,"Monterey","MA","Berkshire",64,42869065.89,292.528741,13440.7288,
"01247",42.426974,-73.18632,"North Adams","MA","Berkshire",677,252751567.12,7318.54765,129657.4417,
"01252",42.198648,-73.446234,"North Egremont","MA","Berkshire",,,,,
"01253",42.213156,-73.090434,"Otis","MA","Berkshire",124,58486374.28,825.466632,31021.1171,
"01254",42.233105,-73.238358,"Richmond","MA","Berkshire",108,61411997.49,367.913142,16041.3695,
"01255",42.148975,-73.14861,"Sandisfield","MA","Berkshire",31,16178576.88,256.150745,10064.3355,
"01256",42.367341,-73.128528,"Savoy","MA","Berkshire",41,18893791.28,149.747311,6247.2187,
"01257",42.314564,-73.267694,"Sheffield","MA","Berkshire",112,69191381.03,1033.896359,39344.2464,
"01258",42.128075,-73.36089,"South Egremont","MA","Berkshire",34,19090006.61,169.585777,7913.4601,
"01259",42.198712,-73.278543,"Southfield","MA","Berkshire",15,9970738.61,978.2544,32586.0895,
"01260",42.286586,-73.313274,"South Lee","MA","Berkshire",,,,,
"01262",42.304604,-73.330001,"Stockbridge","MA","Berkshire",123,62680517.09,834.843406,29229.6087,
"01263",42.3929,-73.228483,"Stockbridge","MA","Berkshire",,,,,
"01264",42.220001,-73.197865,"Tyringham","MA","Berkshire",,,,,
"01266",42.360482,-73.265354,"West Stockbridge","MA","Berkshire",116,64596137.52,481.839443,15204.5289,
"01267",42.642075,-73.257699,"Williamstown","MA","Berkshire",418,157352209.92,1905.475817,45545.6027,
"01270",42.443726,-73.116127,"Windsor","MA","Berkshire",80,41672779,329.028725,13988.4776,
"01301",42.601335,-72.623619,"Greenfield","MA","Franklin",602,322842412.66,8279.532551,273167.6722,
"01302",42.522178,-72.624164,"Greenfield","MA","Franklin",,,,,
"01330",42.562391,-72.738152,"Ashfield","MA","Franklin",50,24083658.19,292.81141,10181.7102,
"01331",42.547302,-72.183903,"Athol","MA","Worcester",360,128946236.05,3460.480981,123224.2636,
"01337",42.62706,-72.642888,"Bernardston","MA","Franklin",76,29070365.89,554.596831,19713.721,
"01338",42.573832,-72.769487,"Buckland","MA","Franklin",22,6904389.58,93.726004,4166.6651,
"01339",42.594252,-72.665507,"Charlemont","MA","Franklin",34,11046518.81,300.533351,5914.9001,
"01340",42.681539,-72.822986,"Colrain","MA","Franklin",39,17790587.31,239.03646,7751.2878,
"01341",42.590824,-72.70976,"Conway","MA","Franklin",54,40771575.54,673.642148,26383.4319,
"01342",42.54723,-72.607679,"Deerfield","MA","Franklin",60,13398563.74,3446.247622,83472.6055,
"01343",42.642666,-72.986231,"Drury","MA","Berkshire",8,5484862.8,45.130805,1899.6163,
"01344",42.627072,-72.553654,"Erving","MA","Franklin",32,9472724.61,248.748215,7815.3782,
"01346",42.618011,-72.788896,"Heath","MA","Franklin",20,8759969.48,67.075144,2901.9313,
"01347",42.556558,-72.518104,"Lake Pleasant","MA","Franklin",,,,,
"01349",42.621412,-72.705633,"Turners Falls","MA","Franklin",19,6958348.5,297.164279,5468.553,
"01350",42.721456,-72.976204,"Monroe Bridge","MA","Franklin",5,573563.13,13379.149646,95.084,
"01351",42.548107,-72.48693,"Montague","MA","Franklin",94,26239881.82,1879.519029,45317.9296,
"01354",42.522178,-72.624164,"Northfield","MA","Franklin",39,8405250.86,151.529615,6706.6901,
"01355",42.518718,-72.534371,"New Salem","MA","Franklin",24,8025678.15,83.301195,3828.5821,
